Nick,League Points,Total Games,Daily League Points,Daily Games,lolchess
V1st,0,115,-6,115.0,https://lolchess.gg/profile/EUW/V1st
EL EKOINOMISTA,886,262,-7,262.0,https://lolchess.gg/profile/EUW/EL EKOINOMISTA
TTV AL3XEM,232,167,-7,167.0,https://lolchess.gg/profile/EUW/TTV AL3XEM
Gansdayangma,78,223,-7,223.0,https://lolchess.gg/profile/EUW/Gansdayangma
Conde Dooku,207,216,-8,216.0,https://lolchess.gg/profile/EUW/Conde Dooku
Onirico,147,168,-8,168.0,https://lolchess.gg/profile/EUW/Onirico
EDG Lixfex,111,145,-8,145.0,https://lolchess.gg/profile/EUW/EDG Lixfex
Piotr Cofalik,31,165,-8,165.0,https://lolchess.gg/profile/EUW/Piotr Cofalik
ohzinédine,0,85,-8,85.0,https://lolchess.gg/profile/EUW/ohzinédine
BAD Safo20,233,87,-9,87.0,https://lolchess.gg/profile/EUW/BAD Safo20
LeGrandMescalito,192,174,-9,174.0,https://lolchess.gg/profile/EUW/LeGrandMescalito
XplosifTV,180,228,-9,228.0,https://lolchess.gg/profile/EUW/XplosifTV
dwix,48,124,-9,124.0,https://lolchess.gg/profile/EUW/dwix
Rıve,0,204,-9,204.0,https://lolchess.gg/profile/EUW/Rıve
beecheez,0,137,-9,137.0,https://lolchess.gg/profile/EUW/beecheez
alcium9,139,157,-10,157.0,https://lolchess.gg/profile/EUW/alcium9
JetzIsSchluss,129,96,-10,96.0,https://lolchess.gg/profile/EUW/JetzIsSchluss
Lucas24TFT,67,225,-10,225.0,https://lolchess.gg/profile/EUW/Lucas24TFT
kočka rajka,10,116,-10,116.0,https://lolchess.gg/profile/EUW/kočka rajka
Beyond Divinity,0,101,-10,101.0,https://lolchess.gg/profile/EUW/Beyond Divinity
NIwaay,0,194,-10,194.0,https://lolchess.gg/profile/EUW/NIwaay
WaoC Nartor,0,166,-10,166.0,https://lolchess.gg/profile/EUW/WaoC Nartor
MonarchTFT,0,110,-10,110.0,https://lolchess.gg/profile/EUW/MonarchTFT
Maltz,0,236,-10,236.0,https://lolchess.gg/profile/EUW/Maltz
Me vengo,97,173,-11,173.0,https://lolchess.gg/profile/EUW/Me vengo
GG Poison,90,172,-11,172.0,https://lolchess.gg/profile/EUW/GG Poison
YPRN Chwbk,81,120,-11,120.0,https://lolchess.gg/profile/EUW/YPRN Chwbk
OsL Zgigou,25,278,-11,278.0,https://lolchess.gg/profile/EUW/OsL Zgigou
Kazukill,0,227,-11,227.0,https://lolchess.gg/profile/EUW/Kazukill
Quantuum,0,155,-11,155.0,https://lolchess.gg/profile/EUW/Quantuum
jgf10,34,220,-12,220.0,https://lolchess.gg/profile/EUW/jgf10
Père de WZK,10,101,-12,101.0,https://lolchess.gg/profile/EUW/Père de WZK
KDA Illaoi,0,180,-12,180.0,https://lolchess.gg/profile/EUW/KDA Illaoi
Elblancøs,0,209,-12,209.0,https://lolchess.gg/profile/EUW/Elblancøs
lockrev,86,194,-13,194.0,https://lolchess.gg/profile/EUW/lockrev
Sapicotte,83,262,-13,262.0,https://lolchess.gg/profile/EUW/Sapicotte
MORS RANK 1,65,205,-13,205.0,https://lolchess.gg/profile/EUW/MORS RANK 1
yu wu shuang,35,239,-13,239.0,https://lolchess.gg/profile/EUW/yu wu shuang
Lezzaford,384,278,-14,278.0,https://lolchess.gg/profile/EUW/Lezzaford
pelle,76,110,-14,110.0,https://lolchess.gg/profile/EUW/pelle
Jump Scares,0,191,-14,191.0,https://lolchess.gg/profile/EUW/Jump Scares
bradpitkeeper,0,173,-14,173.0,https://lolchess.gg/profile/EUW/bradpitkeeper
UgandanProImport,63,172,-15,172.0,https://lolchess.gg/profile/EUW/UgandanProImport
Loescher,307,155,-16,155.0,https://lolchess.gg/profile/EUW/Loescher
Ernestiak,237,154,-16,154.0,https://lolchess.gg/profile/EUW/Ernestiak
hangzhou ad,0,235,-16,235.0,https://lolchess.gg/profile/EUW/hangzhou ad
Dalesom,606,250,-17,250.0,https://lolchess.gg/profile/EUW/Dalesom
YAROY 43 ANS,209,218,-17,218.0,https://lolchess.gg/profile/EUW/YAROY 43 ANS
Asmophel,85,179,-17,179.0,https://lolchess.gg/profile/EUW/Asmophel
Ekoo,73,153,-17,153.0,https://lolchess.gg/profile/EUW/Ekoo
harryasdf21,45,185,-17,185.0,https://lolchess.gg/profile/EUW/harryasdf21
Dubbla jF,13,109,-17,109.0,https://lolchess.gg/profile/EUW/Dubbla jF
69s3333333xxxbb,0,222,-17,222.0,https://lolchess.gg/profile/EUW/69s3333333xxxbb
RaFiki TFT,0,231,-18,231.0,https://lolchess.gg/profile/EUW/RaFiki TFT
AllStarDuman,0,176,-18,176.0,https://lolchess.gg/profile/EUW/AllStarDuman
Uiyo,374,187,-19,187.0,https://lolchess.gg/profile/EUW/Uiyo
PainGetsReal,56,143,-19,143.0,https://lolchess.gg/profile/EUW/PainGetsReal
Naguel29,18,215,-19,215.0,https://lolchess.gg/profile/EUW/Naguel29
GCO GriffPT,14,291,-19,291.0,https://lolchess.gg/profile/EUW/GCO GriffPT
LMU Sevi,33,188,-20,188.0,https://lolchess.gg/profile/EUW/LMU Sevi
Totonin,0,176,-20,176.0,https://lolchess.gg/profile/EUW/Totonin
More KunK,0,296,-20,296.0,https://lolchess.gg/profile/EUW/More KunK
CRP HINCAL ULUC,279,299,-21,299.0,https://lolchess.gg/profile/EUW/CRP HINCAL ULUC
NES Alegory,76,138,-21,138.0,https://lolchess.gg/profile/EUW/NES Alegory
Xxloan83xX,15,79,-21,79.0,https://lolchess.gg/profile/EUW/Xxloan83xX
Fefko,8,197,-21,197.0,https://lolchess.gg/profile/EUW/Fefko
GorzTFT,39,184,-22,184.0,https://lolchess.gg/profile/EUW/GorzTFT
Peter Carbó,0,216,-22,216.0,https://lolchess.gg/profile/EUW/Peter Carbó
MrSalper,0,208,-22,208.0,https://lolchess.gg/profile/EUW/MrSalper
Simgil,125,129,-23,129.0,https://lolchess.gg/profile/EUW/Simgil
MasterLP,83,200,-23,200.0,https://lolchess.gg/profile/EUW/MasterLP
C0LiN,0,119,-23,119.0,https://lolchess.gg/profile/EUW/C0LiN
Yanis xD,135,177,-24,177.0,https://lolchess.gg/profile/EUW/Yanis xD
Horderain,10,236,-24,236.0,https://lolchess.gg/profile/EUW/Horderain
I am DoubleL,283,127,-25,127.0,https://lolchess.gg/profile/EUW/I am DoubleL
Sh0bu,181,277,-26,277.0,https://lolchess.gg/profile/EUW/Sh0bu
MJ Fox,37,214,-26,214.0,https://lolchess.gg/profile/EUW/MJ Fox
QwErTyAz,0,77,-26,77.0,https://lolchess.gg/profile/EUW/QwErTyAz
TfT DrE,47,308,-27,308.0,https://lolchess.gg/profile/EUW/TfT DrE
Rohirrim EUW,28,146,-27,146.0,https://lolchess.gg/profile/EUW/Rohirrim EUW
D3TchY,0,216,-27,216.0,https://lolchess.gg/profile/EUW/D3TchY
MY NAME IS MARIN,49,112,-28,112.0,https://lolchess.gg/profile/EUW/MY NAME IS MARIN
Phosss,10,244,-28,244.0,https://lolchess.gg/profile/EUW/Phosss
Aillos,3,148,-28,148.0,https://lolchess.gg/profile/EUW/Aillos
OSW Obitoh,0,111,-28,111.0,https://lolchess.gg/profile/EUW/OSW Obitoh
Falkor Le Gentil,2,191,-29,191.0,https://lolchess.gg/profile/EUW/Falkor Le Gentil
SPC Arkady,0,246,-29,246.0,https://lolchess.gg/profile/EUW/SPC Arkady
luffy57773,196,190,-30,190.0,https://lolchess.gg/profile/EUW/luffy57773
Oli LC,49,116,-30,116.0,https://lolchess.gg/profile/EUW/Oli LC
Pilles55,0,219,-30,219.0,https://lolchess.gg/profile/EUW/Pilles55
TSW5,294,186,-31,186.0,https://lolchess.gg/profile/EUW/TSW5
LEVOLOGY,91,256,-31,256.0,https://lolchess.gg/profile/EUW/LEVOLOGY
King Gecoo,33,97,-31,97.0,https://lolchess.gg/profile/EUW/King Gecoo
hopeless mumuted,0,163,-31,163.0,https://lolchess.gg/profile/EUW/hopeless mumuted
Ibarbo Is My God,0,127,-31,127.0,https://lolchess.gg/profile/EUW/Ibarbo Is My God
Sjohyenar,0,197,-31,197.0,https://lolchess.gg/profile/EUW/Sjohyenar
FeelBored,355,192,-32,192.0,https://lolchess.gg/profile/EUW/FeelBored
ElbroC,47,78,-32,78.0,https://lolchess.gg/profile/EUW/ElbroC
I am Birdperson,29,123,-32,123.0,https://lolchess.gg/profile/EUW/I am Birdperson
Deema,16,121,-32,121.0,https://lolchess.gg/profile/EUW/Deema
Speudal,0,382,-32,382.0,https://lolchess.gg/profile/EUW/Speudal
MedicMan,0,156,-32,156.0,https://lolchess.gg/profile/EUW/MedicMan
NoSoySergio,197,170,-33,170.0,https://lolchess.gg/profile/EUW/NoSoySergio
PHUB Mernio,0,184,-33,184.0,https://lolchess.gg/profile/EUW/PHUB Mernio
OSW TalexPrime,41,213,-34,213.0,https://lolchess.gg/profile/EUW/OSW TalexPrime
zurullodecanela,15,202,-35,202.0,https://lolchess.gg/profile/EUW/zurullodecanela
Danguardians,0,127,-35,127.0,https://lolchess.gg/profile/EUW/Danguardians
GG strixZombis,32,148,-36,148.0,https://lolchess.gg/profile/EUW/GG strixZombis
Turgido95,5,138,-36,138.0,https://lolchess.gg/profile/EUW/Turgido95
Löffelbiskuit,0,158,-36,158.0,https://lolchess.gg/profile/EUW/Löffelbiskuit
Kingnikki,114,105,-37,105.0,https://lolchess.gg/profile/EUW/Kingnikki
Mal0let0chka,18,229,-37,229.0,https://lolchess.gg/profile/EUW/Mal0let0chka
Red XRAy,0,214,-37,214.0,https://lolchess.gg/profile/EUW/Red XRAy
ion baston,0,310,-37,310.0,https://lolchess.gg/profile/EUW/ion baston
Vantieo,0,144,-39,144.0,https://lolchess.gg/profile/EUW/Vantieo
Dokhy,58,121,-40,121.0,https://lolchess.gg/profile/EUW/Dokhy
TheNirual,41,126,-40,126.0,https://lolchess.gg/profile/EUW/TheNirual
ScRèD,0,138,-40,138.0,https://lolchess.gg/profile/EUW/ScRèD
JägDuma31 32,259,242,-41,242.0,https://lolchess.gg/profile/EUW/JägDuma31 32
The Glorious,134,143,-41,143.0,https://lolchess.gg/profile/EUW/The Glorious
FPSMAKERS Fley,55,122,-41,122.0,https://lolchess.gg/profile/EUW/FPSMAKERS Fley
jojoo205,1,258,-41,258.0,https://lolchess.gg/profile/EUW/jojoo205
FPSMAKERS ERITH,0,102,-41,102.0,https://lolchess.gg/profile/EUW/FPSMAKERS ERITH
TFTSw33t,0,156,-41,156.0,https://lolchess.gg/profile/EUW/TFTSw33t
Juankii15,0,126,-41,126.0,https://lolchess.gg/profile/EUW/Juankii15
fen2307,40,179,-42,179.0,https://lolchess.gg/profile/EUW/fen2307
GodlikeDTkillme,27,258,-43,258.0,https://lolchess.gg/profile/EUW/GodlikeDTkillme
UnkleBreakR,0,181,-44,181.0,https://lolchess.gg/profile/EUW/UnkleBreakR
Nidzgor,223,135,-45,135.0,https://lolchess.gg/profile/EUW/Nidzgor
Nucle0,78,160,-46,160.0,https://lolchess.gg/profile/EUW/Nucle0
Snoirak,0,98,-46,98.0,https://lolchess.gg/profile/EUW/Snoirak
More Xy7l,0,149,-46,149.0,https://lolchess.gg/profile/EUW/More Xy7l
chunkypapa,740,141,-47,141.0,https://lolchess.gg/profile/EUW/chunkypapa
Ancalimon,91,208,-47,208.0,https://lolchess.gg/profile/EUW/Ancalimon
MiS Thek,28,65,-47,65.0,https://lolchess.gg/profile/EUW/MiS Thek
Blast At Moon,27,147,-48,147.0,https://lolchess.gg/profile/EUW/Blast At Moon
Lusth,0,154,-48,154.0,https://lolchess.gg/profile/EUW/Lusth
Zoss the Doss,0,260,-48,260.0,https://lolchess.gg/profile/EUW/Zoss the Doss
SwellerTiger,774,248,-49,248.0,https://lolchess.gg/profile/EUW/SwellerTiger
EDG Lumarpin,689,216,-49,216.0,https://lolchess.gg/profile/EUW/EDG Lumarpin
SGZi,115,137,-49,137.0,https://lolchess.gg/profile/EUW/SGZi
Fravord,11,94,-49,94.0,https://lolchess.gg/profile/EUW/Fravord
GIA Manute,10,244,-49,244.0,https://lolchess.gg/profile/EUW/GIA Manute
the inked pickle,0,64,-49,64.0,https://lolchess.gg/profile/EUW/the inked pickle
BFR DrMattheus,344,128,-51,128.0,https://lolchess.gg/profile/EUW/BFR DrMattheus
DT Ozeh,0,179,-51,179.0,https://lolchess.gg/profile/EUW/DT Ozeh
Hirumaa1,467,194,-52,194.0,https://lolchess.gg/profile/EUW/Hirumaa1
MikuChibi,18,254,-52,254.0,https://lolchess.gg/profile/EUW/MikuChibi
wandeshijimo,17,147,-53,147.0,https://lolchess.gg/profile/EUW/wandeshijimo
Mitchou,0,89,-54,89.0,https://lolchess.gg/profile/EUW/Mitchou
IZI Lyyyress,546,139,-55,139.0,https://lolchess.gg/profile/EUW/IZI Lyyyress
Poloch0n,56,213,-55,213.0,https://lolchess.gg/profile/EUW/Poloch0n
PauloShonen,25,237,-55,237.0,https://lolchess.gg/profile/EUW/PauloShonen
PAPA SUCRE UwU,10,166,-55,166.0,https://lolchess.gg/profile/EUW/PAPA SUCRE UwU
NonSenseNation,0,142,-55,142.0,https://lolchess.gg/profile/EUW/NonSenseNation
Pepega77,0,64,-57,64.0,https://lolchess.gg/profile/EUW/Pepega77
Nuryy7,0,176,-58,176.0,https://lolchess.gg/profile/EUW/Nuryy7
fupodd,7,169,-59,169.0,https://lolchess.gg/profile/EUW/fupodd
xiellendario,899,286,-60,286.0,https://lolchess.gg/profile/EUW/xiellendario
ddtim,196,98,-61,98.0,https://lolchess.gg/profile/EUW/ddtim
GruikxEkinox,43,127,-62,127.0,https://lolchess.gg/profile/EUW/GruikxEkinox
BerriBuniCocaina,0,62,-62,62.0,https://lolchess.gg/profile/EUW/BerriBuniCocaina
xMissingName,138,186,-63,186.0,https://lolchess.gg/profile/EUW/xMissingName
YourLifeisMineEU,115,350,-63,350.0,https://lolchess.gg/profile/EUW/YourLifeisMineEU
virolung,34,257,-63,257.0,https://lolchess.gg/profile/EUW/virolung
LIL Aware,106,194,-64,194.0,https://lolchess.gg/profile/EUW/LIL Aware
OfPalms,0,233,-64,233.0,https://lolchess.gg/profile/EUW/OfPalms
Αlix,47,168,-65,168.0,https://lolchess.gg/profile/EUW/Αlix
Momor Vig,0,173,-65,173.0,https://lolchess.gg/profile/EUW/Momor Vig
Ratalix,10,239,-66,239.0,https://lolchess.gg/profile/EUW/Ratalix
shirimi,296,154,-67,154.0,https://lolchess.gg/profile/EUW/shirimi
ZZugzwanggg,137,207,-67,207.0,https://lolchess.gg/profile/EUW/ZZugzwanggg
Kisukewill,0,170,-67,170.0,https://lolchess.gg/profile/EUW/Kisukewill
Initial Mr Fanta,62,168,-69,168.0,https://lolchess.gg/profile/EUW/Initial Mr Fanta
N2Flügel,0,112,-69,112.0,https://lolchess.gg/profile/EUW/N2Flügel
PhinPhinThao,0,302,-69,302.0,https://lolchess.gg/profile/EUW/PhinPhinThao
TFTMarx,144,266,-70,266.0,https://lolchess.gg/profile/EUW/TFTMarx
Otenrab,171,143,-71,143.0,https://lolchess.gg/profile/EUW/Otenrab
Rand24,133,141,-73,141.0,https://lolchess.gg/profile/EUW/Rand24
THE ÐØØMEÐ ØNE,80,174,-73,174.0,https://lolchess.gg/profile/EUW/THE ÐØØMEÐ ØNE
EMP FerryF7,65,119,-73,119.0,https://lolchess.gg/profile/EUW/EMP FerryF7
Butterpickle2,0,88,-74,88.0,https://lolchess.gg/profile/EUW/Butterpickle2
CrAzYMaGnIoN,0,136,-75,136.0,https://lolchess.gg/profile/EUW/CrAzYMaGnIoN
LIL Enzosexe,83,197,-77,197.0,https://lolchess.gg/profile/EUW/LIL Enzosexe
SquG3,169,242,-78,242.0,https://lolchess.gg/profile/EUW/SquG3
I am an Eagle,7,265,-78,265.0,https://lolchess.gg/profile/EUW/I am an Eagle
UtreTheGod,360,106,-79,106.0,https://lolchess.gg/profile/EUW/UtreTheGod
TRiXiUNLUCKY,10,145,-79,145.0,https://lolchess.gg/profile/EUW/TRiXiUNLUCKY
Plebeia,75,156,-80,156.0,https://lolchess.gg/profile/EUW/Plebeia
 may we go next,4,164,-80,164.0,https://lolchess.gg/profile/EUW/ may we go next
nt mb,146,126,-81,126.0,https://lolchess.gg/profile/EUW/nt mb
HK Müllabfuhr,35,198,-81,198.0,https://lolchess.gg/profile/EUW/HK Müllabfuhr
Panpan,124,227,-82,227.0,https://lolchess.gg/profile/EUW/Panpan
Molarck,5,183,-83,183.0,https://lolchess.gg/profile/EUW/Molarck
Bilibili24160359,0,104,-83,104.0,https://lolchess.gg/profile/EUW/Bilibili24160359
Matelas de Volta,794,321,-84,321.0,https://lolchess.gg/profile/EUW/Matelas de Volta
Head0n,28,151,-84,151.0,https://lolchess.gg/profile/EUW/Head0n
PhuThuyAmThanh,0,158,-84,158.0,https://lolchess.gg/profile/EUW/PhuThuyAmThanh
KRC Woopy,24,121,-88,121.0,https://lolchess.gg/profile/EUW/KRC Woopy
Maxikingator,0,147,-88,147.0,https://lolchess.gg/profile/EUW/Maxikingator
Paiiiiii,0,224,-89,224.0,https://lolchess.gg/profile/EUW/Paiiiiii
Giusé420Delavega,0,104,-90,104.0,https://lolchess.gg/profile/EUW/Giusé420Delavega
elcabeza1,0,155,-90,155.0,https://lolchess.gg/profile/EUW/elcabeza1
Grodir,11,201,-91,201.0,https://lolchess.gg/profile/EUW/Grodir
NES SoftStyle,150,179,-92,179.0,https://lolchess.gg/profile/EUW/NES SoftStyle
UTO Arewilia,10,109,-92,109.0,https://lolchess.gg/profile/EUW/UTO Arewilia
NoobDoggyDogg,0,108,-93,108.0,https://lolchess.gg/profile/EUW/NoobDoggyDogg
HyunTer,258,164,-94,164.0,https://lolchess.gg/profile/EUW/HyunTer
hıve kıng,136,207,-94,207.0,https://lolchess.gg/profile/EUW/hıve kıng
OsL Cloud,40,221,-94,221.0,https://lolchess.gg/profile/EUW/OsL Cloud
BGN Kenobi,423,221,-95,221.0,https://lolchess.gg/profile/EUW/BGN Kenobi
Kezman22,568,192,-97,192.0,https://lolchess.gg/profile/EUW/Kezman22
Sacred Norriss,33,249,-98,249.0,https://lolchess.gg/profile/EUW/Sacred Norriss
Yeurl,0,145,-100,145.0,https://lolchess.gg/profile/EUW/Yeurl
yooog,269,190,-102,190.0,https://lolchess.gg/profile/EUW/yooog
Wet Jungler,52,117,-104,117.0,https://lolchess.gg/profile/EUW/Wet Jungler
NES Chicham,90,143,-107,143.0,https://lolchess.gg/profile/EUW/NES Chicham
TTV GrimsLair,180,204,-109,204.0,https://lolchess.gg/profile/EUW/TTV GrimsLair
eol,0,335,-109,335.0,https://lolchess.gg/profile/EUW/eol
Anjelvertun,8,232,-113,232.0,https://lolchess.gg/profile/EUW/Anjelvertun
UFKDAD,0,83,-113,83.0,https://lolchess.gg/profile/EUW/UFKDAD
SoyAitanaFanboy,75,186,-114,186.0,https://lolchess.gg/profile/EUW/SoyAitanaFanboy
Ployeee,10,189,-114,189.0,https://lolchess.gg/profile/EUW/Ployeee
MugSquared,99,144,-115,144.0,https://lolchess.gg/profile/EUW/MugSquared
Vínn,36,226,-115,226.0,https://lolchess.gg/profile/EUW/Vínn
KatakuriSlayer,17,349,-117,349.0,https://lolchess.gg/profile/EUW/KatakuriSlayer
HEATAH FAJITA,210,114,-122,114.0,https://lolchess.gg/profile/EUW/HEATAH FAJITA
Kaaris mes Balls,1,170,-122,170.0,https://lolchess.gg/profile/EUW/Kaaris mes Balls
rahzah,243,237,-123,237.0,https://lolchess.gg/profile/EUW/rahzah
BriksTN,286,278,-128,278.0,https://lolchess.gg/profile/EUW/BriksTN
HMPeiWan godv,120,275,-128,275.0,https://lolchess.gg/profile/EUW/HMPeiWan godv
Ivanio,38,294,-129,294.0,https://lolchess.gg/profile/EUW/Ivanio
DuhVinci,0,202,-129,202.0,https://lolchess.gg/profile/EUW/DuhVinci
Gloomygl,0,151,-129,151.0,https://lolchess.gg/profile/EUW/Gloomygl
Win is Garenteed,45,251,-135,251.0,https://lolchess.gg/profile/EUW/Win is Garenteed
CD Petit Chaton,66,102,-136,102.0,https://lolchess.gg/profile/EUW/CD Petit Chaton
TurnDesiign,0,116,-137,116.0,https://lolchess.gg/profile/EUW/TurnDesiign
Uthenera,49,249,-140,249.0,https://lolchess.gg/profile/EUW/Uthenera
KptainPE,112,118,-141,118.0,https://lolchess.gg/profile/EUW/KptainPE
PENGZC,56,135,-141,135.0,https://lolchess.gg/profile/EUW/PENGZC
tftr1esok,21,267,-146,267.0,https://lolchess.gg/profile/EUW/tftr1esok
EDG Emperador,682,284,-147,284.0,https://lolchess.gg/profile/EUW/EDG Emperador
Jingleee,194,112,-147,112.0,https://lolchess.gg/profile/EUW/Jingleee
RE Griffith,343,325,-149,325.0,https://lolchess.gg/profile/EUW/RE Griffith
DG Harpero,4,170,-150,170.0,https://lolchess.gg/profile/EUW/DG Harpero
RiiKKz,37,130,-151,130.0,https://lolchess.gg/profile/EUW/RiiKKz
Seccream,54,199,-156,199.0,https://lolchess.gg/profile/EUW/Seccream
Niiiko,71,197,-157,197.0,https://lolchess.gg/profile/EUW/Niiiko
vuelve por favor,276,215,-158,215.0,https://lolchess.gg/profile/EUW/vuelve por favor
rCraig,567,185,-167,185.0,https://lolchess.gg/profile/EUW/rCraig
KRC Moustique,0,224,-172,224.0,https://lolchess.gg/profile/EUW/KRC Moustique
adreh,146,175,-174,175.0,https://lolchess.gg/profile/EUW/adreh
Otsu Shobo,116,231,-176,231.0,https://lolchess.gg/profile/EUW/Otsu Shobo
M0rg0thTFT,10,148,-179,148.0,https://lolchess.gg/profile/EUW/M0rg0thTFT
headenNSHIMA,6,172,-180,172.0,https://lolchess.gg/profile/EUW/headenNSHIMA
AiramTFT97,95,204,-185,204.0,https://lolchess.gg/profile/EUW/AiramTFT97
LarPonT,157,270,-197,270.0,https://lolchess.gg/profile/EUW/LarPonT
FBI Zerø,0,317,-207,317.0,https://lolchess.gg/profile/EUW/FBI Zerø
Catalyst TFT,0,111,-213,111.0,https://lolchess.gg/profile/EUW/Catalyst TFT
Xava TFT,0,197,-225,197.0,https://lolchess.gg/profile/EUW/Xava TFT
NLNB migueloxo,84,221,-227,221.0,https://lolchess.gg/profile/EUW/NLNB migueloxo
JonHasFun,0,262,-227,262.0,https://lolchess.gg/profile/EUW/JonHasFun
Dicob,92,192,-235,192.0,https://lolchess.gg/profile/EUW/Dicob
FPascual,0,238,-236,238.0,https://lolchess.gg/profile/EUW/FPascual
San Jomian,44,148,-275,148.0,https://lolchess.gg/profile/EUW/San Jomian
Bybz,204,217,-287,217.0,https://lolchess.gg/profile/EUW/Bybz
TheGod TFT,70,239,-338,239.0,https://lolchess.gg/profile/EUW/TheGod TFT
Justin Foleyy,496,100,0,0.0,https://lolchess.gg/profile/EUW/Justin Foleyy
Im awesOne,362,119,0,0.0,https://lolchess.gg/profile/EUW/Im awesOne
Brànk,351,174,0,0.0,https://lolchess.gg/profile/EUW/Brànk
Absunt,252,187,0,0.0,https://lolchess.gg/profile/EUW/Absunt
HHaie Egolas,237,60,0,0.0,https://lolchess.gg/profile/EUW/HHaie Egolas
Bréézer,233,67,0,0.0,https://lolchess.gg/profile/EUW/Bréézer
xXKellerMasterXx,222,107,0,0.0,https://lolchess.gg/profile/EUW/xXKellerMasterXx
joker for jugger,197,115,0,0.0,https://lolchess.gg/profile/EUW/joker for jugger
TFT OMEGALULLLL,177,143,0,0.0,https://lolchess.gg/profile/EUW/TFT OMEGALULLLL
c game mon reuf,174,143,0,0.0,https://lolchess.gg/profile/EUW/c game mon reuf
Laser Octopus,171,187,0,0.0,https://lolchess.gg/profile/EUW/Laser Octopus
ReaSlyn,160,131,0,0.0,https://lolchess.gg/profile/EUW/ReaSlyn
Birderp,158,174,0,0.0,https://lolchess.gg/profile/EUW/Birderp
Kamizhi,155,216,0,0.0,https://lolchess.gg/profile/EUW/Kamizhi
FNX colbain ,155,182,0,0.0,https://lolchess.gg/profile/EUW/FNX colbain 
Papua Sarakiri,153,239,0,0.0,https://lolchess.gg/profile/EUW/Papua Sarakiri
Jajaxxs,142,297,0,0.0,https://lolchess.gg/profile/EUW/Jajaxxs
Negative Gaming,141,76,0,0.0,https://lolchess.gg/profile/EUW/Negative Gaming
TTV xplexxxo,139,182,0,0.0,https://lolchess.gg/profile/EUW/TTV xplexxxo
SoFae,138,150,0,0.0,https://lolchess.gg/profile/EUW/SoFae
JackyChoune,138,206,0,0.0,https://lolchess.gg/profile/EUW/JackyChoune
McKamp,137,157,0,0.0,https://lolchess.gg/profile/EUW/McKamp
Lane of Fire,134,83,0,0.0,https://lolchess.gg/profile/EUW/Lane of Fire
Hedfy,129,99,0,0.0,https://lolchess.gg/profile/EUW/Hedfy
AndieM9,127,207,0,0.0,https://lolchess.gg/profile/EUW/AndieM9
Tyrriad,124,210,0,0.0,https://lolchess.gg/profile/EUW/Tyrriad
YouenCA,124,114,0,0.0,https://lolchess.gg/profile/EUW/YouenCA
Dananana,115,98,0,0.0,https://lolchess.gg/profile/EUW/Dananana
Kyrregl,113,113,0,0.0,https://lolchess.gg/profile/EUW/Kyrregl
iloverobots,112,112,0,0.0,https://lolchess.gg/profile/EUW/iloverobots
Ðrînu,111,76,0,0.0,https://lolchess.gg/profile/EUW/Ðrînu
CADETGAR,107,252,0,0.0,https://lolchess.gg/profile/EUW/CADETGAR
Nightmare 13 TFT,106,105,0,0.0,https://lolchess.gg/profile/EUW/Nightmare 13 TFT
Akhenatøn,106,255,0,0.0,https://lolchess.gg/profile/EUW/Akhenatøn
lets hunt aliens,105,103,0,0.0,https://lolchess.gg/profile/EUW/lets hunt aliens
Öbben,105,118,0,0.0,https://lolchess.gg/profile/EUW/Öbben
Ranceta,102,198,0,0.0,https://lolchess.gg/profile/EUW/Ranceta
Hareng fumé,98,183,0,0.0,https://lolchess.gg/profile/EUW/Hareng fumé
Marcel Gavin,96,115,0,0.0,https://lolchess.gg/profile/EUW/Marcel Gavin
Pro Pocd,91,106,0,0.0,https://lolchess.gg/profile/EUW/Pro Pocd
ZèRô ,90,145,0,0.0,https://lolchess.gg/profile/EUW/ZèRô 
Aslan LM,90,208,0,0.0,https://lolchess.gg/profile/EUW/Aslan LM
JH El Niño PoIIa,89,87,0,0.0,https://lolchess.gg/profile/EUW/JH El Niño PoIIa
Gxnon,88,163,0,0.0,https://lolchess.gg/profile/EUW/Gxnon
Higa,86,148,0,0.0,https://lolchess.gg/profile/EUW/Higa
rel1ne,84,187,0,0.0,https://lolchess.gg/profile/EUW/rel1ne
Lonnen ,84,115,0,0.0,https://lolchess.gg/profile/EUW/Lonnen 
Mamaul,83,138,0,0.0,https://lolchess.gg/profile/EUW/Mamaul
Yùuu,82,129,0,0.0,https://lolchess.gg/profile/EUW/Yùuu
Pablosko,81,127,0,0.0,https://lolchess.gg/profile/EUW/Pablosko
NooZsTaR,80,147,0,0.0,https://lolchess.gg/profile/EUW/NooZsTaR
Squshy Squshy,78,81,0,0.0,https://lolchess.gg/profile/EUW/Squshy Squshy
Ghõstoplo,78,188,0,0.0,https://lolchess.gg/profile/EUW/Ghõstoplo
Hekarion,78,154,0,0.0,https://lolchess.gg/profile/EUW/Hekarion
CHT Kynail,77,174,0,0.0,https://lolchess.gg/profile/EUW/CHT Kynail
Drazi,77,102,0,0.0,https://lolchess.gg/profile/EUW/Drazi
Ryzane JR,75,84,0,0.0,https://lolchess.gg/profile/EUW/Ryzane JR
DAXL,74,194,0,0.0,https://lolchess.gg/profile/EUW/DAXL
Banana booom,73,110,0,0.0,https://lolchess.gg/profile/EUW/Banana booom
Mugabway,73,134,0,0.0,https://lolchess.gg/profile/EUW/Mugabway
